price,balance,btc,action,netBalance
6880,10668.200341832908,0,Sell,10668.200341832908
6612,10668.200341832908,0,Sell,10668.200341832908
7284,0,1.4646074055234635,Buy,10668.200341832908
7151,0,1.4646074055234635,Buy,10473.407556898288
7190,0,1.4646074055234635,Buy,10530.527245713702
7143,10461.6906976541,0,Sell,10461.6906976541
7514,0,1.3922931458150252,Buy,10461.6906976541
7322,10194.370413657614,0,Sell,10194.370413657614
7251,10194.370413657614,0,Sell,10194.370413657614
7193,0,1.4172626739410001,Buy,10194.370413657614
7194,0,1.4172626739410001,Buy,10195.787676331554
7244,10266.650810028605,0,Sell,10266.650810028605
7301,0,1.4061978920734974,Buy,10266.650810028605
7385,0,1.4061978920734974,Buy,10384.771432962778
7220,10152.748780770651,0,Sell,10152.748780770651
7168,10152.748780770651,0,None,10152.748780770651
7176,10152.748780770651,0,None,10152.748780770651
6944,10152.748780770651,0,None,10152.748780770651
7326,10152.748780770651,0,None,10152.748780770651
7348,0,1.3817023381560494,Buy,10152.748780770651
7352,0,1.3817023381560494,None,10158.275590123276
7759,10720.628441752788,0,Sell,10720.628441752788
8165,10720.628441752788,0,None,10720.628441752788
8043,10720.628441752788,0,Sell,10720.628441752788
7818,0,1.3712750629000752,Buy,10720.628441752788
8185,0,1.3712750629000752,None,11223.886389837115
8021,0,1.3712750629000752,Buy,10998.997279521504
8174,0,1.3712750629000752,Buy,11208.802364145215
8105,0,1.3712750629000752,Buy,11114.184384805108
8842,0,1.3712750629000752,Buy,12124.814106162465
8814,0,1.3712750629000752,Buy,12086.418404401262
8722,0,1.3712750629000752,Buy,11960.261098614455
8900,12204.348059810669,0,Sell,12204.348059810669
8911,12204.348059810669,0,None,12204.348059810669
8703,12204.348059810669,0,None,12204.348059810669
8626,12204.348059810669,0,Sell,12204.348059810669
8722,12204.348059810669,0,None,12204.348059810669
8659,0,1.4094408199342499,Buy,12204.348059810669
8388,0,1.4094408199342499,None,11822.389597608488
8428,0,1.4094408199342499,Buy,11878.767230405858
8327,0,1.4094408199342499,None,11736.4137075925
8588,0,1.4094408199342499,None,12104.277761595338
8896,0,1.4094408199342499,None,12538.385534135086
9386,0,1.4094408199342499,None,13229.01153590287
9280,13079.610808989839,0,Sell,13079.610808989839
9502,0,1.3765113459261038,Buy,13079.610808989839
9334,12848.356902874253,0,Sell,12848.356902874253
9378,12848.356902874253,0,None,12848.356902874253
9315,0,1.37931904486036,Buy,12848.356902874253
9285,12806.977331528444,0,Sell,12806.977331528444
9162,12806.977331528444,0,None,12806.977331528444
9615,0,1.3319789216358235,Buy,12806.977331528444
9756,0,1.3319789216358235,Buy,12994.786359479094
9808,0,1.3319789216358235,Buy,13064.049263404157
9907,0,1.3319789216358235,Buy,13195.915176646104
10162,13535.56980166324,0,Sell,13535.56980166324
9855,13535.56980166324,0,None,13535.56980166324
10275,13535.56980166324,0,Sell,13535.56980166324
10354,0,1.3072792931874868,Buy,13535.569801663238
10242,0,1.3072792931874868,Buy,13389.15452082624
10369,13555.178991061051,0,Sell,13555.178991061051
9904,0,1.3686570063672305,Buy,13555.178991061051
9938,0,1.3686570063672305,Buy,13601.713329277538
9704,0,1.3686570063672305,Buy,13281.447589787605
10181,0,1.3686570063672305,Buy,13934.296981824775
9605,0,1.3686570063672305,Buy,13145.95054615725
9607,13148.687860169985,0,Sell,13148.687860169985
9697,13148.687860169985,0,None,13148.687860169985
9670,0,1.3597402130475682,Buy,13148.687860169985
9989,0,1.3597402130475682,Buy,13582.444988132158
9664,13140.5294188917,0,Sell,13140.5294188917
9309,0,1.4115940937685787,Buy,13140.5294188917
8786,0,1.4115940937685787,Buy,12402.265707850733
8805,0,1.4115940937685787,None,12429.085995632335
8712,0,1.4115940937685787,None,12297.807744911857
8531,0,1.4115940937685787,Buy,12042.309213939745
8534,12046.543996221051,0,Sell,12046.543996221051
8913,0,1.351570065771463,Buy,12046.543996221051
8754,0,1.351570065771463,None,11831.644355763388
8759,0,1.351570065771463,None,11838.402206092245
9067,12254.685786349855,0,Sell,12254.685786349855
9156,12254.685786349855,0,Sell,12254.685786349855
8899,12254.685786349855,0,Sell,12254.685786349855
8039,12254.685786349855,0,Sell,12254.685786349855
7932,0,1.5449679508761796,Buy,12254.685786349855
7885,0,1.5449679508761796,None,12182.072292658675
7937,12262.410626104238,0,Sell,12262.410626104238
4830,0,2.5388013718642313,Buy,12262.410626104236
5609,14240.136894786474,0,Sell,14240.136894786474
5166,14240.136894786474,0,Sell,14240.136894786474
5348,14240.136894786474,0,None,14240.136894786474
5026,14240.136894786474,0,None,14240.136894786474
5358,14240.136894786474,0,None,14240.136894786474
5410,14240.136894786474,0,None,14240.136894786474
6195,14240.136894786474,0,None,14240.136894786474
6226,14240.136894786474,0,None,14240.136894786474
6190,14240.136894786474,0,None,14240.136894786474
5823,0,2.445498350469942,Buy,14240.136894786472
6502,15900.630274755564,0,Sell,15900.630274755564
6768,15900.630274755564,0,Sell,15900.630274755564
6698,15900.630274755564,0,Sell,15900.630274755564
6764,15900.630274755564,0,Sell,15900.630274755564
6369,0,2.4965662230735695,Buy,15900.630274755564
6261,0,2.4965662230735695,Buy,15631.001122663618
5885,14692.292222787957,0,Sell,14692.292222787957
6405,0,2.293878567180009,Buy,14692.292222787957
6428,0,2.293878567180009,Buy,14745.051429833098
6653,15261.1741074486,0,Sell,15261.1741074486
6809,15261.1741074486,0,Sell,15261.1741074486
6742,15261.1741074486,0,None,15261.1741074486
6872,0,2.220776208883673,Buy,15261.1741074486
6777,0,2.220776208883673,None,15050.200367604652
7343,16307.15970183281,0,Sell,16307.15970183281
7206,16307.15970183281,0,None,16307.15970183281
7365,16307.15970183281,0,Sell,16307.15970183281
7294,16307.15970183281,0,Sell,16307.15970183281
6873,16307.15970183281,0,Sell,16307.15970183281
6892,16307.15970183281,0,None,16307.15970183281
6915,16307.15970183281,0,Sell,16307.15970183281
6858,0,2.3778302277388175,Buy,16307.15970183281
6872,16340.449325021154,0,Sell,16340.449325021154
6624,16340.449325021154,0,None,16340.449325021154
7112,16340.449325021154,0,Sell,16340.449325021154
7035,0,2.3227362224621397,Buy,16340.449325021153
7259,0,2.3227362224621397,None,16860.742238852672
7130,0,2.3227362224621397,Buy,16561.109266155057
6840,0,2.3227362224621397,None,15887.515761641036
6853,0,2.3227362224621397,None,15917.711332533043
7131,0,2.3227362224621397,Buy,16563.432002377518
7478,17369.42147157188,0,Sell,17369.42147157188
7507,17369.42147157188,0,Sell,17369.42147157188
7550,0,2.300585625373759,Buy,17369.42147157188
7699,0,2.300585625373759,Buy,17712.20872975257
7791,0,2.300585625373759,None,17923.862607286956
7765,0,2.300585625373759,None,17864.047381027238
8778,0,2.300585625373759,None,20194.540619530857
8629,0,2.300585625373759,None,19851.753361350166
8825,0,2.300585625373759,None,20302.668143923423
8974,0,2.300585625373759,Buy,20645.45540210411
8904,0,2.300585625373759,None,20484.41440832795
8886,20443.00386707122,0,Sell,20443.00386707122
9031,20443.00386707122,0,None,20443.00386707122
9171,20443.00386707122,0,None,20443.00386707122
10002,20443.00386707122,0,Sell,20443.00386707122
9822,0,2.081348388013767,Buy,20443.00386707122
9527,19829.00609260716,0,Sell,19829.00609260716
8754,19829.00609260716,0,Sell,19829.00609260716
8617,19829.00609260716,0,Sell,19829.00609260716
8815,0,2.2494618369378516,Buy,19829.006092607164
9306,0,2.2494618369378516,None,20933.49185454365
9790,22022.23138362157,0,Sell,22022.23138362157
9304,22022.23138362157,0,Sell,22022.23138362157
9386,22022.23138362157,0,Sell,22022.23138362157
9669,22022.23138362157,0,None,22022.23138362157
9719,22022.23138362157,0,Sell,22022.23138362157
9786,22022.23138362157,0,Sell,22022.23138362157
9511,22022.23138362157,0,None,22022.23138362157
9058,0,2.431246564762814,Buy,22022.23138362157
9167,0,2.431246564762814,None,22287.237259180718
9178,22313.980971393106,0,Sell,22313.980971393106
8731,22313.980971393106,0,None,22313.980971393106
8900,22313.980971393106,0,Sell,22313.980971393106
8843,0,2.5233496518594487,Buy,22313.980971393106
9198,0,2.5233496518594487,Buy,23209.770097803208
9569,0,2.5233496518594487,None,24145.932818643065
9426,23785.09381842716,0,Sell,23785.09381842716
9698,23785.09381842716,0,Sell,23785.09381842716
9451,23785.09381842716,0,None,23785.09381842716
10204,0,2.330957841868597,Buy,23785.09381842716
9526,0,2.330957841868597,None,22204.704401640254
9658,0,2.330957841868597,Buy,22512.390836766906
9795,22831.732061102906,0,Sell,22831.732061102906
9624,22831.732061102906,0,None,22831.732061102906
9670,22831.732061102906,0,None,22831.732061102906
9754,0,2.340755798759781,Buy,22831.732061102906
9783,0,2.340755798759781,Buy,22899.61397926694
9775,0,2.340755798759781,None,22880.88793287686
9892,0,2.340755798759781,None,23154.756361331754
9286,0,2.340755798759781,None,21736.25834728333
9460,22143.54985626753,0,Sell,22143.54985626753
9474,22143.54985626753,0,None,22143.54985626753
9330,0,2.373370831325566,Buy,22143.54985626753
9427,0,2.373370831325566,None,22373.76682690611
9526,0,2.373370831325566,Buy,22608.730539207343
9455,0,2.373370831325566,Buy,22440.221210183227
9380,0,2.373370831325566,Buy,22262.21839783381
9300,0,2.373370831325566,None,22072.348731327766
9357,22207.630868713324,0,Sell,22207.630868713324
9285,0,2.391774999322921,Buy,22207.630868713324
9692,0,2.391774999322921,None,23181.08329343775
9621,0,2.391774999322921,Buy,23011.267268485823
9277,22188.49666871874,0,Sell,22188.49666871874
9241,0,2.401092594818606,Buy,22188.49666871874
9154,0,2.401092594818606,None,21979.60161296952
9004,21619.43772374673,0,Sell,21619.43772374673
9127,21619.43772374673,0,Sell,21619.43772374673
9185,21619.43772374673,0,Sell,21619.43772374673
9134,21619.43772374673,0,Sell,21619.43772374673
9236,21619.43772374673,0,Sell,21619.43772374673
9088,0,2.3788993974193144,Buy,21619.43772374673
9072,0,2.3788993974193144,Buy,21581.37533338802
9131,0,2.3788993974193144,Buy,21721.73039783576
9089,0,2.3788993974193144,Buy,21621.81662314415
9349,0,2.3788993974193144,None,22240.33046647317
9256,0,2.3788993974193144,Buy,22019.092822513176
9440,22456.810311638328,0,Sell,22456.810311638328
9238,0,2.4309168988567142,Buy,22456.810311638324
9287,22575.925239682307,0,Sell,22575.925239682307
9236,0,2.444340108237582,Buy,22575.925239682307
9296,0,2.444340108237582,Buy,22722.58564617656
9238,0,2.444340108237582,None,22580.81391989878
9255,0,2.444340108237582,None,22622.36770173882
9194,22473.262955136328,0,Sell,22473.262955136328
9131,22473.262955136328,0,None,22473.262955136328
9154,22473.262955136328,0,None,22473.262955136328
9175,22473.262955136328,0,Sell,22473.262955136328
9215,0,2.438769718408717,Buy,22473.262955136328
9164,22348.885699497485,0,Sell,22348.885699497485
9393,0,2.379312860587404,Buy,22348.885699497485
9537,22691.506751422072,0,Sell,22691.506751422072
9613,22691.506751422072,0,None,22691.506751422072
9551,0,2.375825227873738,Buy,22691.506751422072
9708,0,2.375825227873738,Buy,23064.511312198247
9939,23613.326939837083,0,Sell,23613.326939837083
11042,0,2.138500900184485,Buy,23613.32693983708
10935,23384.50734351734,0,Sell,23384.50734351734
11103,0,2.106143145412712,Buy,23384.50734351734
11115,23409.781061262292,0,Sell,23409.781061262292
11344,23409.781061262292,0,Sell,23409.781061262292
11824,0,1.9798529314328732,Buy,23409.781061262292
11078,0,1.9798529314328732,Buy,21932.81077441337
11243,0,1.9798529314328732,Buy,22259.486508099795
11194,0,1.9798529314328732,Buy,22162.473714459582
11750,0,1.9798529314328732,None,23263.271944336262
11773,0,1.9798529314328732,Buy,23308.808561759215
11606,0,1.9798529314328732,None,22978.173122209926
11768,23298.90929710205,0,Sell,23298.90929710205
11684,23298.90929710205,0,None,23298.90929710205
11893,23298.90929710205,0,Sell,23298.90929710205
11392,23298.90929710205,0,None,23298.90929710205
11573,23298.90929710205,0,Sell,23298.90929710205
11777,23298.90929710205,0,Sell,23298.90929710205
11774,23298.90929710205,0,Sell,23298.90929710205
11874,23298.90929710205,0,None,23298.90929710205
11914,0,1.9555908424628212,Buy,23298.90929710205
12294,0,1.9555908424628212,None,24042.033817237923
11970,0,1.9555908424628212,None,23408.42238427997
11734,0,1.9555908424628212,Buy,22946.902945458743
11866,0,1.9555908424628212,Buy,23205.040936663838
11523,0,1.9555908424628212,Buy,22534.27327769909
11683,0,1.9555908424628212,None,22847.16781249314
11653,0,1.9555908424628212,Buy,22788.500087219254
11764,0,1.9555908424628212,Buy,23005.570670732628
11337,22170.533381001005,0,Sell,22170.533381001005
11467,22170.533381001005,0,Sell,22170.533381001005
11302,22170.533381001005,0,Sell,22170.533381001005
11535,22170.533381001005,0,Sell,22170.533381001005
11482,22170.533381001005,0,Sell,22170.533381001005
11708,22170.533381001005,0,Sell,22170.533381001005
11660,22170.533381001005,0,None,22170.533381001005
11923,22170.533381001005,0,Sell,22170.533381001005
11397,22170.533381001005,0,Sell,22170.533381001005
10188,0,2.176141870926679,Buy,22170.533381001005
