Trained,Price,TextBlobPol,VaderPol,DictPol,TecAction,Best,Worst
-1,40784,-1,0,0,1,-1,1
1,37280,-1,0,0,1,1,-1
-1,37528,-1,0,0,1,-1,1
1,34755,-1,-1,0,1,1,-1
-1,38729,1,1,0,1,-1,1
-1,38411,-1,0,-1,1,1,-1
1,39266,-1,0,0,1,-1,1
-1,38445,-1,-1,-1,1,-1,1
-1,35690,-1,0,0,1,-1,1
0,34648,-1,0,0,1,1,-1
0,35685,-1,0,0,1,1,-1
-1,37311,-1,-1,-1,1,-1,1
1,36663,-1,-1,0,1,1,-1
-1,37585,-1,-1,-1,1,1,-1
-1,39189,-1,0,-1,-1,-1,1
0,36886,-1,0,0,-1,-1,1
1,35530,1,1,0,1,1,-1
-1,35816,-1,0,-1,-1,-1,1
-1,33515,-1,-1,-1,1,-1,1
1,33450,1,1,0,1,1,-1
-1,37338,-1,-1,0,1,-1,1
-1,36705,1,1,0,1,1,-1
-1,37313,-1,0,0,1,-1,1
1,35495,-1,0,0,1,1,-1
-1,39067,-1,0,0,1,1,-1
0,40526,-1,0,0,1,-1,1
-1,40189,1,1,0,1,-1,1
-1,38325,-1,1,0,1,-1,1
-1,38068,-1,0,0,1,-1,1
-1,35730,-1,0,0,1,-1,1
0,35524,-1,0,0,1,1,-1
-1,35592,-1,0,-1,1,-1,1
0,31687,-1,-1,1,1,1,-1
1,32448,-1,0,0,1,1,-1
1,33675,-1,0,0,1,1,-1
-1,34639,-1,0,0,1,-1,1
-1,31641,-1,1,-1,1,1,-1
0,32161,-1,1,0,1,1,-1
0,34644,-1,0,0,1,-1,1
1,34457,-1,0,0,1,1,-1
0,35848,-1,0,1,-1,-1,1
-1,35047,-1,0,0,1,-1,1
-1,33537,-1,1,0,0,1,-1
1,33857,1,1,0,1,1,-1
1,34689,-1,0,0,1,1,-1
0,35309,-1,-1,0,1,-1,1
-1,33748,1,-1,1,1,1,-1
0,34211,-1,0,0,1,-1,1
1,33839,-1,0,0,0,-1,1
1,32877,1,-1,0,1,1,-1
1,33819,-1,0,0,-1,-1,1
1,33516,-1,0,0,1,1,-1
-1,34228,-1,0,0,1,-1,1
-1,33158,-1,-1,0,1,-1,1
1,32687,-1,0,0,0,1,-1
1,32815,-1,1,0,1,-1,1
0,31739,-1,0,0,1,-1,1
1,31421,-1,0,0,1,1,-1
0,31521,1,1,0,1,1,-1
0,31783,-1,0,0,-1,-1,1
1,30816,1,0,0,1,-1,1
0,29790,-1,0,0,1,1,-1
1,32118,-1,0,0,1,1,-1
1,32298,-1,0,0,1,1,-1
0,33582,-1,0,1,1,1,-1
0,34279,-1,-1,0,1,1,-1
-1,35365,-1,1,0,1,1,-1
1,37318,-1,1,0,1,1,-1
1,39406,-1,0,0,1,1,-1
0,40003,-1,0,0,1,1,-1
-1,40006,-1,1,0,1,1,-1
0,42214,-1,1,0,1,-1,1
0,41659,-1,0,0,1,-1,1
-1,40000,-1,0,-1,-1,-1,1
-1,39194,-1,1,0,1,-1,1
-1,38138,-1,-1,0,-1,1,-1
1,39750,-1,1,0,1,1,-1
0,40882,-1,0,0,1,1,-1
0,42826,-1,0,0,1,1,-1
1,44634,-1,0,0,1,-1,1
-1,43816,1,1,-1,1,1,-1
1,46333,-1,0,0,-1,-1,1
0,45608,-1,-1,0,1,1,-1
0,45611,-1,-1,0,1,-1,1
1,44418,-1,0,0,1,1,-1
0,47834,1,1,0,1,-1,1
0,47112,-1,0,0,-1,-1,1
1,47056,-1,0,0,1,-1,1
0,45983,-1,0,0,1,-1,1
0,44649,1,0,0,1,1,-1
1,44778,-1,-1,0,1,1,-1
1,46735,-1,0,0,1,1,-1
-1,49328,-1,0,1,1,-1,1
0,48932,-1,0,0,1,1,-1
1,49336,-1,1,0,-1,1,-1
1,49524,-1,0,0,1,-1,1
-1,47745,1,-1,0,1,1,-1
-1,48972,-1,0,0,1,-1,1
1,46963,1,1,0,1,1,-1
1,49057,-1,0,0,1,-1,1
1,48898,1,0,0,1,-1,1
-1,48807,-1,-1,0,1,-1,1
0,47075,-1,0,0,1,1,-1
0,47156,-1,1,1,1,1,-1
0,48863,-1,0,0,1,1,-1
1,49329,1,-1,0,-1,1,-1
0,50035,-1,0,0,1,-1,1
0,49947,-1,0,0,1,1,-1
1,51769,1,0,0,1,1,-1
1,52677,1,1,0,1,-1,1
-1,46809,1,0,0,1,-1,1
-1,46078,-1,0,0,1,1,-1
-1,46369,-1,0,0,1,-1,1
-1,44847,-1,1,-1,1,1,-1
1,45145,-1,0,0,-1,1,-1
1,46059,-1,0,1,1,-1,1
-1,44969,-1,0,0,1,1,-1
1,47072,-1,0,0,1,1,-1
1,48168,-1,1,0,1,-1,1
-1,47785,-1,-1,0,1,-1,1
1,47264,1,1,0,1,1,-1
1,48259,-1,1,0,-1,-1,1
1,47249,-1,0,0,-1,-1,1
1,42902,-1,0,0,1,-1,1
1,40619,-1,0,0,1,1,-1
1,43605,-1,0,0,1,1,-1
-1,44889,-1,-1,-1,1,-1,1
1,42816,1,1,0,1,-1,1
1,42742,1,0,0,1,1,-1
0,43183,-1,0,0,1,-1,1
-1,42238,-1,0,0,1,-1,1
1,41011,-1,-1,0,1,1,-1
1,41522,-1,0,0,1,1,-1
1,43758,-1,0,0,1,1,-1
1,48140,-1,0,0,1,-1,1
0,47727,-1,0,1,1,1,-1
-1,48206,-1,-1,1,1,1,-1
0,49144,-1,0,0,1,1,-1
1,51506,-1,1,0,1,1,-1
1,55344,-1,1,1,-1,-1,1
0,53801,1,1,0,1,1,-1
-1,53867,-1,0,0,1,1,-1
1,55123,-1,0,0,1,-1,1
-1,54626,-1,-1,1,1,1,-1
1,57452,1,1,0,1,-1,1
-1,56243,-1,-1,-1,1,1,-1
1,57407,-1,0,0,-1,-1,1
1,57398,-1,1,1,-1,1,-1
1,61641,-1,0,0,1,-1,1
-1,60949,-1,-1,0,1,1,-1
1,61546,-1,0,0,-1,1,-1
1,61972,-1,0,1,1,1,-1
1,64288,-1,0,1,1,1,-1
1,66064,-1,1,1,1,-1,1
1,62355,1,1,0,1,-1,1
1,60697,-1,0,1,1,1,-1
1,61277,-1,0,0,1,-1,1
-1,60884,-1,0,0,1,1,-1
-1,63071,-1,0,0,1,-1,1
-1,60345,-1,0,0,1,-1,1
-1,58538,-1,1,0,-1,1,-1
1,60587,-1,0,1,-1,1,-1
1,62249,-1,-1,0,1,-1,1
1,61731,-1,1,1,1,-1,1
1,61373,-1,-1,1,1,-1,1
-1,61030,-1,0,0,1,1,-1
0,63241,-1,0,0,1,-1,1
1,62955,-1,1,1,1,-1,1
-1,61442,-1,-1,0,-1,-1,1
1,61072,1,1,0,1,1,-1
-1,61516,-1,-1,0,1,1,-1
-1,63293,-1,-1,0,1,1,-1
1,67562,1,0,0,1,-1,1
1,66954,-1,0,-1,1,-1,1
1,64977,1,1,0,1,-1,1
1,64839,1,1,0,1,-1,1
1,64255,-1,1,0,0,1,-1
0,64421,-1,0,0,1,1,-1
1,65469,-1,1,0,1,-1,1
1,63584,-1,-1,0,1,-1,1
-1,60172,-1,0,0,1,1,-1
1,60381,-1,-1,0,1,-1,1
-1,56921,1,0,0,1,1,-1
-1,58133,-1,-1,-1,1,1,-1
-1,59778,-1,0,0,1,-1,1
1,58756,-1,0,0,1,-1,1
0,56302,-1,0,0,1,1,-1
0,57578,-1,0,0,1,-1,1
-1,57188,1,-1,0,1,1,-1
1,58935,-1,0,0,1,-1,1
-1,53588,-1,-1,-1,1,1,-1
-1,54801,-1,-1,0,1,1,-1
-1,57292,-1,0,0,1,1,-1
1,57828,-1,0,1,1,-1,1
1,57026,-1,0,0,1,1,-1
0,57230,-1,-1,0,1,-1,1
1,56508,-1,0,0,1,-1,1
-1,53714,-1,0,-1,1,-1,1
-1,49254,-1,0,0,1,1,-1
-1,49380,-1,0,-1,1,1,-1
1,50565,-1,0,1,1,1,-1
1,50645,-1,0,1,1,-1,1
1,50511,-1,0,0,1,-1,1
0,47660,-1,0,0,1,-1,1
-1,47137,-1,0,0,-1,1,-1
-1,49380,-1,-1,0,1,1,-1
-1,50117,-1,-1,0,1,-1,1
-1,46757,-1,-1,0,1,1,-1
-1,48393,-1,-1,-1,1,1,-1
-1,48885,-1,-1,0,1,-1,1
-1,47658,-1,1,0,1,-1,1
1,46174,-1,0,0,-1,1,-1
0,46864,1,1,1,1,-1,1
-1,46689,-1,-1,0,1,1,-1
-1,46910,-1,1,-1,1,1,-1
1,48935,-1,1,-1,1,-1,1
0,48628,-1,0,0,1,1,-1
-1,50786,-1,0,-1,1,1,-1
-1,50815,-1,0,-1,1,-1,1
0,50471,-1,0,0,1,1,-1
-1,50801,-1,0,-1,1,-1,1
0,50692,1,1,0,1,-1,1
-1,47601,-1,0,0,1,-1,1
0,46409,-1,0,0,1,1,-1
1,47133,-1,1,1,1,-1,1
0,46250,-1,0,0,1,1,-1
0,47763,1,1,0,1,-1,1
0,47328,1,1,0,1,-1,1
0,46442,-1,1,0,1,-1,1
-1,45863,-1,0,-1,1,-1,1
1,43436,-1,1,0,1,-1,1
1,43121,-1,0,0,1,-1,1
0,41528,-1,0,0,1,1,-1
1,41691,-1,0,0,1,1,-1
0,41864,-1,0,0,1,-1,1
-1,41849,-1,-1,-1,1,1,-1
1,42723,-1,1,0,1,1,-1
-1,43926,-1,-1,-1,1,-1,1
1,42546,-1,0,0,1,1,-1
1,43099,-1,0,0,-1,1,-1
-1,43147,1,-1,-1,1,-1,1
-1,43102,-1,1,0,-1,-1,1
-1,42248,-1,0,-1,1,1,-1
-1,42381,-1,1,0,1,-1,1
-1,41708,1,-1,-1,1,-1,1
-1,40684,-1,-1,0,1,-1,1
1,36481,-1,0,0,1,-1,1
-1,35071,1,-1,1,0,1,-1
0,36281,-1,0,0,1,1,-1
-1,36679,-1,1,-1,1,1,-1
-1,36949,-1,1,0,1,-1,1
1,36824,1,0,0,1,1,-1
0,37147,-1,0,0,1,1,-1
-1,37770,-1,0,-1,1,1,-1
0,38186,-1,-1,0,1,-1,1
1,37919,-1,-1,0,1,1,-1
-1,38522,-1,1,0,1,1,-1
-1,38740,-1,0,0,1,-1,1
-1,36913,-1,-1,0,1,1,-1
1,37092,-1,0,0,1,1,-1
1,41584,-1,0,0,1,-1,1
0,41435,-1,0,0,1,1,-1
0,42451,1,0,0,1,1,-1
1,43834,-1,1,0,1,1,-1
0,44133,1,1,-1,1,1,-1
-1,44397,-1,0,-1,1,-1,1
0,43531,-1,1,0,1,-1,1
-1,42401,-1,0,0,1,-1,1
-1,42246,-1,0,0,1,-1,1
0,42105,-1,0,0,1,1,-1
1,42581,1,1,0,1,1,-1
0,44536,-1,0,0,1,-1,1
1,43949,-1,1,0,1,-1,1
0,40566,-1,1,0,1,-1,1
-1,40015,1,1,-1,1,1,-1
-1,40115,-1,-1,0,1,-1,1
1,38382,-1,1,0,1,-1,1
-1,37031,-1,0,0,1,1,-1
-1,38262,-1,-1,-1,1,-1,1
-1,37291,1,1,0,1,1,-1
-1,38345,1,1,0,1,1,-1
1,39223,-1,1,1,1,-1,1
1,39104,-1,0,0,1,-1,1
1,37705,1,1,0,1,1,-1
1,43226,-1,1,0,1,1,-1
1,44419,-1,0,0,1,-1,1
-1,43935,-1,1,0,1,-1,1
1,42464,-1,0,-1,1,-1,1
0,39141,-1,-1,0,1,1,-1
1,39400,-1,0,0,1,-1,1
1,38408,-1,1,0,1,-1,1
-1,38033,1,-1,1,1,1,-1
-1,38753,-1,-1,0,1,1,-1
1,41957,-1,-1,0,1,-1,1
0,39438,-1,1,0,1,-1,1
1,38741,-1,0,0,1,1,-1
-1,38809,-1,0,0,1,-1,1
1,37820,1,1,0,1,1,-1
-1,39681,-1,-1,0,1,-1,1
0,39321,1,0,0,1,1,-1
0,41133,-1,0,0,1,-1,1
0,40947,-1,-1,0,1,1,-1
1,41796,1,1,0,1,1,-1
0,42222,1,1,0,1,-1,1
1,41251,-1,-1,0,1,-1,1
-1,41071,-1,0,0,1,1,-1
0,42373,-1,1,0,1,1,-1
-1,42905,-1,-1,0,1,1,-1
1,44004,-1,-1,0,1,1,-1
1,44334,-1,-1,1,1,1,-1
1,44542,-1,0,0,1,1,-1
1,46859,-1,-1,0,1,1,-1
1,47116,-1,1,0,1,1,-1
-1,47448,-1,-1,-1,1,-1,1
-1,47064,-1,0,0,1,-1,1
1,45539,-1,0,0,1,1,-1
-1,46283,-1,0,0,1,-1,1
0,45825,-1,1,0,1,1,-1
-1,46426,-1,1,-1,1,1,-1
1,46611,1,0,0,1,-1,1
0,45508,-1,0,0,1,-1,1
1,43190,-1,1,0,1,1,-1
1,43464,-1,-1,0,1,-1,1
-1,42279,-1,0,0,1,1,-1
-1,42788,-1,-1,0,1,-1,1
1,42144,-1,-1,0,1,-1,1
1,39489,-1,0,0,1,1,-1
-1,40102,-1,1,0,1,1,-1
-1,41148,-1,-1,0,1,-1,1
1,39940,1,0,0,1,1,-1
-1,40566,1,-1,0,1,-1,1
-1,40389,-1,0,0,1,-1,1
1,39711,1,1,0,-1,1,-1
0,40806,-1,0,1,1,1,-1
1,41507,-1,-1,0,-1,-1,1
0,41376,-1,0,0,-1,-1,1
0,40514,-1,0,0,-1,-1,1
0,39728,-1,0,0,-1,-1,1
-1,39429,-1,1,0,-1,1,-1
-1,39466,-1,0,0,-1,1,-1
-1,40473,-1,0,0,-1,-1,1
1,38115,-1,1,0,-1,1,-1
1,39249,-1,0,0,-1,1,-1
1,39770,1,1,0,-1,-1,1
-1,38596,-1,0,0,1,-1,1
-1,37661,-1,1,1,1,1,-1
-1,38475,-1,0,0,1,1,-1
-1,38511,-1,-1,0,1,-1,1
1,37727,-1,0,0,-1,1,-1
-1,39675,1,0,0,1,-1,1
-1,36550,-1,1,0,1,-1,1
-1,36013,-1,0,1,-1,-1,1
0,35471,-1,0,0,-1,-1,1
-1,34082,-1,1,0,0,-1,1
-1,30176,-1,-1,0,1,1,-1
-1,31004,-1,0,0,1,-1,1
-1,28907,-1,0,-1,-1,1,-1
-1,28931,-1,-1,-1,-1,1,-1
-1,29234,-1,0,-1,1,1,-1
0,30075,-1,0,0,1,1,-1
-1,31277,-1,-1,0,-1,-1,1
-1,29834,-1,1,0,-1,1,-1
1,30407,-1,1,-1,1,-1,1
-1,28681,1,-1,-1,-1,1,-1
0,30290,1,1,0,-1,-1,1
-1,29160,1,-1,0,-1,1,-1
0,29410,-1,0,0,-1,1,-1
-1,30279,1,1,0,1,-1,1
0,29074,-1,-1,0,-1,1,-1
-1,29635,-1,-1,-1,-1,-1,1
1,29519,-1,0,0,-1,-1,1
0,29194,1,1,0,-1,-1,1
-1,28579,1,1,0,-1,1,-1
-1,29014,-1,-1,-1,-1,1,-1
-1,29449,-1,1,-1,-1,1,-1
-1,31716,-1,0,0,-1,1,-1
0,31776,-1,1,0,1,-1,1
1,29781,-1,1,1,1,1,-1
-1,30430,-1,0,0,1,-1,1
-1,29682,-1,1,-1,1,1,-1
0,29845,-1,0,0,0,1,-1
-1,29901,-1,1,0,1,1,-1
-1,31350,-1,-1,1,1,-1,1
-1,31118,-1,0,0,-1,-1,1
1,30189,-1,0,0,1,-1,1
-1,30083,-1,1,-1,1,-1,1
-1,29059,-1,-1,1,-1,-1,1
-1,28345,1,1,-1,1,-1,1
-1,26593,-1,0,0,1,-1,1
-1,22431,-1,0,0,1,-1,1
-1,22189,-1,-1,-1,1,1,-1
1,22551,-1,0,1,-1,-1,1
-1,20350,-1,-1,-1,1,1,-1
-1,20435,-1,0,0,1,-1,1
1,18978,-1,0,0,-1,1,-1
0,20540,-1,0,1,-1,1,-1
-1,20582,-1,1,0,0,1,-1
-1,20704,-1,-1,0,1,-1,1
1,19954,1,1,-1,1,-1,-1
