Timestamp,Price,TradeVolume,TransactionsVolume,HashRate
2019-06-26,-41.03437907186529,-12.991136940187022,-97.61887907774273,29.939781669793987
2019-06-27,9.918408975012749,-167.23769336710401,19.570982394026622,11.010310252255591
2019-06-28,-13.917884481558804,4.964784404138928,-26.670688802290005,-14.542666183605599
2019-06-29,11.147040330548819,51.812670263317344,23.530421073080028,7.347738741081653
2019-06-30,-3.911427186035235,22.458277146073286,3.3642413366264075,-7.904591951671944
2019-07-01,-9.688814129520605,-3.1372192926066855,-11.542586530656271,-8.145347675535607
2019-07-02,-1.480722667163345,-0.7382033031919945,-12.3299725083446,0.5719522417434089
2019-07-03,2.1363077795632854,-38.070791609446445,-4.329792394776379,0.09854666382702337
2019-07-04,10.92086996760759,-2.85300619833372,17.674669451451294,9.26873459036178
2019-07-05,-6.88360450563204,45.4218188541012,-8.973951521040561,-9.258602049530442
2019-07-06,-1.8369175627240144,2.971259505378365,6.031694920199889,-4.139840947523143
2019-07-07,2.5285257873117297,33.64032201029476,12.68156272152535,2.1822060848671496
2019-07-08,2.1812678062678064,23.15272755834419,-18.788621076591554,2.094985157945876
2019-07-09,7.284133484360024,-303.74089496181244,10.814265475092702,4.266893146963493
2019-07-10,2.2252903435393487,-28.794574011275074,15.881099615178462,1.4998936629977333
2019-07-11,-3.8690712640025424,-43.1774030698042,-7.072477417380818,-1.8221763085294134
2019-07-12,-6.1735537190082646,14.820988585010085,-16.954888132838626,-4.507963349019446
2019-07-13,3.972518277107372,48.24690538601267,19.587413303139584,4.115337176519092
2019-07-14,-3.5157573703829206,-9.706607633828588,-3.102682126987035,-2.053445429448699
2019-07-15,-10.554043375186584,20.49842566140244,-25.663164438733652,-11.662001070807067
2019-07-16,6.74388927063905,-97.61796982279272,2.668967540874018,7.71645236973833
2019-07-17,-13.573661945926062,-37.41265856977611,-2.9925760669762163,-15.183759487914685
2019-07-18,2.9367950627793147,18.303976014641584,5.752192179359594,2.5430947810582647
2019-07-19,9.975191234236098,-4.338100147238881,14.996331711519982,10.759503956281929
2019-07-20,-0.9681361030172009,32.495337565326814,-8.674602785911985,3.5773194891137403
2019-07-21,2.1735003796507213,15.31048457105462,14.268781523420728,-1.5532077548173508
2019-07-22,-1.6535067347886672,33.71836453143667,-14.144085531269539,-2.0527093714151325
2019-07-23,-2.4841787097383583,-41.31403749964918,-2.7825515913065537,-3.677021658224566
2019-07-24,-4.649360712901976,-0.40142635534203297,3.0805738590688563,-2.734914814546551
2019-07-25,-0.731409995936611,-5.363257452609342,-14.584090576066453,-1.254942558233703
2019-07-26,1.0540319279574293,37.494726041682675,6.08291442492655,-1.7521169040234654
2019-07-27,-0.26329113924050634,6.848283955711234,10.912759822550665,-4.82548234333107
2019-07-28,-3.8074931465123365,-63.58913327281741,0.03833554890704871,-1.4122071600542463
2019-07-29,0.5910914080641756,52.97371590863166,-21.62531015398935,-1.7853742375161554
2019-07-30,-0.304302203567681,-18.321028537055987,1.2675507184781256,-1.1452086628375269
2019-07-31,0.926218292811283,-3.980390111473671,-9.111695677497053,1.0457959340371783
2019-08-01,5.1725935968297,-43.24534806896767,12.200382060230902,2.242191489159921
2019-08-02,3.1928606841844323,1.9806288594033201,-0.8593148336861587,3.9046046097587412
2019-08-03,1.181896800230614,-10.50108980424325,7.466440621535354,0.9130786626984876
2019-08-04,2.7065527065527064,29.143643830198428,11.492894086578836,0.8298775861668553
2019-08-05,1.5256588072122053,-14.401231695925215,-11.971772628004743,2.227413342235572
2019-08-06,7.358834244080145,-110.71147846128032,-1.2548192754518412,8.339009974944451
2019-08-07,-2.7315914489311166,-9.468744327681136,-3.4268578817609407,-5.9748263901133445
2019-08-08,4.3171114599686025,9.717429830938713,13.680054931278278,4.447481910895389
2019-08-09,0.2926176741075161,42.34564093700566,-1.1780186795234149,-1.031685495712478
2019-08-10,-1.1587195731910636,13.536638339495985,9.683933413250855,-0.6330869081899492
2019-08-11,-4.84945601754238,-7.776294117228138,5.296596103534236,-4.358058452144822
