,Date,Price,Open,High,Low,Vol.,Change %
309,1627862400.0,"39,168.4","39,869.8","40,449.0","38,692.5",74.81K,-1.78%
310,1627776000.0,"39,878.3","41,510.0","42,565.0","39,556.5",80.33K,-4.03%
311,1627689600.0,"41,553.7","42,201.4","42,285.3","41,066.4",44.65K,-1.54%
312,1627603200.0,"42,203.4","40,001.1","42,264.4","38,358.4",98.45K,5.50%
313,1627516800.0,"40,001.4","40,009.0","40,630.7","39,340.8",75.30K,-0.00%
314,1627430400.0,"40,003.2","39,450.4","40,862.2","38,883.8",148.92K,1.40%
315,1627344000.0,"39,452.0","37,294.3","39,455.9","36,427.4",100.24K,5.84%
316,1627257600.0,"37,276.6","35,392.3","40,522.9","35,236.7",177.63K,5.33%
317,1627171200.0,"35,391.1","34,392.5","35,391.1","33,881.3",65.10K,4.63%
318,1627084800.0,"33,824.8","33,600.5","33,955.0","33,412.9",67.14K,0.66%
319,1626998400.0,"33,603.3","32,297.9","33,605.6","32,041.1",66.15K,4.04%
320,1626912000.0,"32,298.9","32,131.7","32,585.4","31,729.4",64.87K,0.52%
