Timestamp,hash-rate
2020-09-15,136485692.07769784
2020-09-16,136608874.11025897
2020-09-17,137347966.3056256
2020-09-18,139811606.95684758
2020-09-19,143137521.83599725
2020-09-20,140550699.15221414
2020-09-21,139904505.85300225
2020-09-22,138113015.65931174
2020-09-23,136590567.76792592
2020-09-24,136974413.0675965
2020-09-25,133839259.63432512
2020-09-26,136694669.32218263
2020-09-27,138914905.99167845
2020-09-28,140454294.33070654
2020-09-29,138259695.98178923
2020-09-30,139905644.7434772
2020-10-01,141825918.29877985
2020-10-02,140042807.14028457
2020-10-03,135516448.04564264
2020-10-04,135653610.44244996
2020-10-05,136460935.2778584
2020-10-06,137953248.43701744
2020-10-07,136429165.52396673
2020-10-08,135725586.01090178
2020-10-09,140918695.23724535
2020-10-10,141724961.08085743
2020-10-11,140610835.70341173
2020-10-12,138141088.9005937
2020-10-13,139374491.48006326
2020-10-14,144308101.79794163
2020-10-15,144034012.33583727
2020-10-16,142526520.29426333
2020-10-17,144308101.79794163
2020-10-18,146484944.0374199
2020-10-19,144339932.50425592
2020-10-20,141671570.50887823
2020-10-21,139371646.13118583
2020-10-22,137413336.253064
2020-10-23,136175009.87699607
2020-10-24,133536442.03601234
2020-10-25,133347787.62065108
2020-10-26,132921756.35029756
2020-10-27,130791599.99852994
2020-10-28,124401130.94322717
2020-10-29,120140818.23969199
2020-10-30,116022515.95960797
2020-10-31,113182307.49058452
2020-11-01,107643900.97598879
2020-11-01,108779984.36359818
2020-11-02,106649828.0118306
2020-11-03,110352547.38279946
2020-11-04,115107145.47938481
2020-11-05,117295045.8154021
2020-11-06,119772222.0675452
2020-11-07,121130852.4218934
2020-11-08,119831614.77952173
2020-11-09,128395929.46810678
2020-11-10,128159204.24421576
2020-11-11,126728589.87125707
2020-11-12,128278422.10862899
2020-11-13,126609372.00684384
2020-11-14,126132500.54919095
2020-11-15,127563114.92214963
2020-11-16,124869930.27180229
2020-11-17,126964111.470282
2020-11-18,130557849.91211641
2020-11-19,128602936.80096643
2020-11-20,133025455.05449376
2020-11-21,137215282.81839427
2020-11-22,141076183.18505344
2020-11-23,140083639.15004912
2020-11-24,137459413.9741784
2020-11-25,135709930.523598
2020-11-26,137334450.87056553
2020-11-27,135584967.4199851
2020-11-28,133710520.86579177
2020-11-29,131309769.58997223
2020-11-30,128313154.48992188
2020-12-01,131996845.77838087
2020-12-02,130449316.11808936
2020-12-03,133063743.47504067
2020-12-04,133409747.66795123
2020-12-05,133755751.8608618
2020-12-06,132914894.0268177
2020-12-07,137948518.46795613
2020-12-08,136860167.23743972
2020-12-09,137948518.46795613
2020-12-10,134275333.06496322
2020-12-11,133459069.64207591
2020-12-12,131826542.79630129
2020-12-13,134533587.6076591
2020-12-14,133351912.2347564
2020-12-15,132323572.3468348
2020-12-16,132373208.74072967
2020-12-17,131791042.04281811
2020-12-18,133832920.56666495
2020-12-19,136823648.10098034
2020-12-20,135635056.095611
2020-12-21,134441785.8073798
2020-12-22,134839542.57012355
2020-12-23,136297984.0335172
2020-12-24,135900227.2707735
2020-12-25,134176614.63221736
2020-12-26,131392317.29301126
2020-12-27,130994560.53026752
2020-12-28,134096925.47590554
2020-12-29,135214014.93546128
2020-12-30,137514350.89000145
2020-12-31,142734576.90930292
2021-01-01,143322827.58752072
2021-01-02,145103346.174645
2021-01-03,146350014.08380795
2021-01-04,148066610.06709138
2021-01-05,148727032.0566859
2021-01-06,149387454.0462804
2021-01-07,149651622.84211823
2021-01-08,149519538.44419932
2021-01-09,148690226.43303117
2021-01-10,151089413.12252626
2021-01-11,150775619.3287509
2021-01-12,151697118.4842938
2021-01-13,150562301.2930481
2021-01-14,149884529.1685857
2021-01-15,153019188.22568032
2021-01-16,155416162.8770074
2021-01-17,151611247.40167573
2021-01-18,150294161.27559942
2021-01-19,150440504.17849678
2021-01-20,148830732.2466257
2021-01-21,146196559.994473
2021-01-22,144294102.25680718
2021-01-23,145607574.2783185
2021-01-24,146698957.5340704
2021-01-25,146182103.57621285
2021-01-26,148185308.05110505
2021-01-27,148549580.94715503
2021-01-28,151113601.54145044
2021-01-29,152810307.74619314
2021-01-30,150095785.47639352
2021-01-31,150835173.58218858
2021-02-01,147877621.1590084
2021-02-02,146546722.56857732
2021-02-03,147729743.5378494
2021-02-04,149947907.85523453
2021-02-05,152461827.41493767
2021-02-06,156496366.0091922
2021-02-07,158947631.13423166
2021-02-08,165861253.11216184
2021-02-09,165150693.72026786
2021-02-10,164735889.5706919
2021-02-11,160711290.00435206
2021-02-12,157334595.3952425
2021-02-13,157086558.55281195
2021-02-14,156021048.95022506
2021-02-15,154346676.71758848
2021-02-16,150997932.25231537
2021-02-17,150236853.96475333
2021-02-18,151454579.22485262
2021-02-19,153151584.74440545
2021-02-20,151777617.95629352
2021-02-21,150850010.28302965
2021-02-22,148383785.4623389
2021-02-23,149558390.99271905
2021-02-24,153082073.67499632
2021-02-25,156295152.32763526
2021-02-26,154427502.27930498
2021-02-27,156124507.79885778
2021-02-28,154581775.50835523
2021-03-01,154118955.82120448
2021-03-02,156587327.48600858
2021-03-03,155507414.88265678
2021-03-04,151187764.46924964
2021-03-05,152730496.75975218
2021-03-06,151688789.94012293
2021-03-07,153716875.77834648
2021-03-08,157270062.99352616
2021-03-09,156532984.65120932
2021-03-10,155778275.39534613
2021-03-11,156136781.5795335
2021-03-12,155997206.24947724
2021-03-13,154598952.23605472
2021-03-15,156274408.86127305
2021-03-16,155208209.19067955
2021-03-17,156579037.33858544
2021-03-18,154598952.2360547
2021-03-19,157645237.00917894
2021-03-20,157420617.6912914
2021-03-21,159552422.85545158
2021-03-22,159862383.76013908
2021-03-23,160766785.10844684
2021-03-24,163071647.62666968
2021-03-25,165959097.37970906
2021-03-26,166720074.39596337
2021-03-27,165215303.4719892
2021-03-28,165991691.17627487
2021-03-29,166457523.79884627
2021-03-30,166457523.79884627
2021-03-31,164128360.6859893
2021-04-01,164904748.39027494
2021-04-02,163507250.52256075
2021-04-03,165320614.44934323
2021-04-04,162156064.84321755
2021-04-05,161456161.73214817
2021-04-06,163641576.61130673
2021-04-07,164631661.9987059
2021-04-08,166049721.39905876
2021-04-09,165551986.66394418
2021-04-10,167595961.66382885
2021-04-11,171868015.5885931
2021-04-12,171703705.82225603
2021-04-13,169731988.62621096
2021-04-14,169403369.0935368
2021-04-15,165788554.23412085
2021-04-16,172130189.21775606
2021-04-17,164404171.24372485
2021-04-18,153847004.45635313
2021-04-19,150787954.8145779
2021-04-20,143371614.98041585
2021-04-21,141475361.29820356
2021-04-22,136207676.021627
2021-04-23,131796265.46354505
2021-04-24,137155198.74795857
2021-04-25,146198398.6654064
2021-04-26,149045331.97275108
2021-04-27,151892265.2800958
2021-04-28,154236798.5920267
2021-04-29,161102931.86268154
2021-04-30,157586131.89478514
2021-05-01,159260798.54616436
2021-05-02,157685930.67036393
2021-05-03,161148443.24309963
2021-05-04,167961731.4564108
2021-05-05,170671365.20493433
2021-05-06,169868525.99901253
2021-05-07,174317609.61284044
2021-05-08,175207666.00803325
2021-05-09,177526237.2392579
2021-05-10,177672590.27902648
2021-05-11,178111649.39833212
2021-05-12,176794472.0404151
2021-05-13,178989767.63694343
2021-05-14,180666398.1982892
2021-05-15,179327827.5416231
2021-05-16,176179075.04398838
2021-05-17,172435828.21588302
2021-05-18,167614164.7456518
2021-05-19,160228122.6394345
2021-05-20,157288750.71671072
2021-05-21,150653185.81676164
2021-05-22,146384382.44060782
2021-05-23,145139314.78922963
2021-05-24,142827046.293813
2021-05-25,143716380.33051172
2021-05-26,147807316.8993258
2021-05-27,147273716.47730657
2021-05-28,148163050.51400527
2021-05-29,149763851.78006297
2021-05-30,149763851.78006297
2021-05-31,150291730.25568312
2021-06-01,148955749.53382164
2021-06-02,148302838.99995774
2021-06-03,151415069.6569138
2021-06-04,152576708.79698002
2021-06-05,150991098.06671333
2021-06-06,149939087.7584659
2021-06-07,150665524.10616753
2021-06-08,149469765.97834077
2021-06-09,150516054.3401892
2021-06-10,144537263.70105553
2021-06-11,140202640.48768362
2021-06-12,136316426.57224676
2021-06-13,136465896.3382251
2021-06-14,133577497.88842894
2021-06-15,132807547.04458119
2021-06-16,129079871.70711638
2021-06-17,127657584.5112262
2021-06-18,128421919.85959908
2021-06-19,130280049.80874498
2021-06-20,125129902.82716675
2021-06-21,120460802.62675631
2021-06-22,116214240.84202929
2021-06-23,110552158.46239324
2021-06-24,107438013.15359342
2021-06-25,103899211.66632089
2021-06-26,101917482.83344828
2021-06-27,99935754.00057565
2021-06-28,93424359.26399422
2021-06-29,90876422.19315802
2021-06-30,90734870.13366713
2021-07-01,89036245.41977632
2021-07-02,87620724.82486732
2021-07-03,84789683.63504931
2021-07-04,86292418.3706843
2021-07-05,89670680.58608074
2021-07-06,90819460.5560025
2021-07-07,92563569.88878718
2021-07-08,92511258.75252509
2021-07-09,93241612.12545457
2021-07-10,93863737.36277008
2021-07-11,96184636.54794833
2021-07-12,97204622.08928394
2021-07-13,96592630.76448257
2021-07-14,95980639.43968119
2021-07-15,100774571.48395857
2021-07-16,99652587.38848938
2021-07-17,101590559.91702704
2021-07-18,99739876.71501002
2021-07-19,100971806.31812742
2021-07-20,104626219.80193856
2021-07-21,102600064.78780988
2021-07-22,99339154.93317963
2021-07-23,101138948.17825966
2021-07-24,98947054.62367477
2021-07-25,99328674.26262689
2021-07-26,100202533.56699017
2021-07-27,98260624.00173841
2021-07-28,102921206.95834263
2021-07-29,104086352.69749367
2021-07-30,104766021.04533179
2021-07-31,107775980.871472
2021-08-01,108889828.95130345
2021-08-02,109887906.60443933
2021-08-03,110044864.56184068
2021-08-04,110936509.2624975
2021-08-05,109693176.78900112
2021-08-06,110629262.16549285
2021-08-07,110879828.6605434
2021-08-08,112005260.90983883
2021-08-09,112417044.95730147
2021-08-10,113343559.06409241
2021-08-11,112931775.01662979
2021-08-12,114064181.14715205
2021-08-13,113137667.04036112
2021-08-14,112222868.24342497
2021-08-15,113148142.62570126
2021-08-16,116988410.69128773
2021-08-17,119126461.98879574
2021-08-18,121141397.09547855
2021-08-19,120921930.17512046
2021-08-20,122389629.87140332
2021-08-21,124611386.79520345
2021-08-22,125274213.32070984
2021-08-23,123285733.74419065
2021-08-24,127262692.89722906
2021-08-25,125274213.32070985
2021-08-26,129030251.81892101
2021-08-27,130281220.63377182
2021-08-28,130869362.92311624
2021-08-29,129727331.44953278
2021-08-30,131124515.1627073
2021-08-31,126249208.85984442
2021-09-01,127249992.51986168
2021-09-02,125718040.303854
2021-09-03,126093318.03610432
2021-09-04,126343503.19093786
2021-09-05,128094799.27477264
2021-09-06,129095539.89410679
2021-09-07,133723965.2585273
2021-09-08,134849798.45527822
2021-09-09,136270748.73194423
2021-09-10,135548079.03417698
2021-09-11,134819727.28362697
2021-09-12,134785023.05355358
2021-09-13,133493710.99652977
2021-09-14,132770953.88256578
2021-09-15,135601927.41131595
2021-09-16,135613291.5168814
2021-09-17,135482516.8866819
2021-09-18,136921037.81887642
2021-09-19,137836460.23027292
2021-09-20,139536530.42286643
2021-09-21,140190403.57386392
2021-09-22,134495823.90656477
2021-09-23,134003916.9668144
2021-09-24,138478902.6366636
2021-09-25,139221878.27487168
2021-09-26,138379012.3774964
2021-09-27,136207717.71163929
2021-09-28,135671902.50093386
2021-09-29,139902835.06623906
2021-09-30,139363190.57225162
2021-10-01,140172657.31323275
2021-10-02,139093368.32525793
2021-10-03,145029457.75911957
2021-10-04,146513480.11758497
2021-10-05,146661108.6035507
2021-10-06,149322865.8079602
2021-10-07,150290764.173168
2021-10-08,147140004.5223176
2021-10-09,145204823.8005126
2021-10-10,141032003.29279727
2021-10-11,143257233.72054404
2021-10-12,142823772.58333406
2021-10-13,138585678.44139537
2021-10-14,143953931.02118438
2021-10-15,143388851.80225924
2021-10-16,146355517.70161635
2021-10-17,143953931.02118438
2021-10-18,144095200.82591566
2021-10-19,144403297.8098649
2021-10-20,147578458.080034
2021-10-21,144953485.6063823
2021-10-22,146706531.95442763
2021-10-23,149320648.3805905
2021-10-24,151210929.15844816
2021-10-25,150427844.64619517
2021-10-26,155450273.37765488
2021-10-27,154737198.72913355
2021-10-28,155878118.1667677
2021-10-29,156591192.81528905
2021-10-30,158445186.90144458
2021-10-31,159871336.19848728
2021-11-01,158076294.68936905
2021-11-02,154884719.9126323
2021-11-03,157794954.1316647
2021-11-04,160168323.21633694
2021-11-05,160343515.7784078
2021-11-06,159797397.10008076
2021-11-07,161379304.1724988
2021-11-07,164887669.4889204
2021-11-08,162888098.87011817
2021-11-09,161965220.1229787
2021-11-10,160119462.62869972
2021-11-11,162426659.4965484
2021-11-12,160427088.8777462
2021-11-13,160273275.75322297
2021-11-14,161753319.40522012
2021-11-15,165302524.9329215
2021-11-16,166075887.62625524
2021-11-17,167149669.97568625
2021-11-18,166034035.61704582
2021-11-19,166252273.22847018
2021-11-20,166066724.20991844
2021-11-21,162307875.21222767
2021-11-22,160697678.0375032
2021-11-23,157799323.12299913
2021-11-24,159087480.8627787
2021-11-25,156833204.8181644
2021-11-26,156028106.23080215
2021-11-27,155706066.79585725
2021-11-28,156626480.7493672
2021-11-29,156604781.32573074
2021-11-30,156604715.81627068
2021-12-01,153055005.21769133
2021-12-02,156707914.0770192
2021-12-03,162100790.8414003
2021-12-04,163660443.37358636
2021-12-05,167815674.28599623
2021-12-06,172415536.81368423
2021-12-07,175587855.79829666
2021-12-08,180504950.22444588
2021-12-09,181773877.81829086
2021-12-10,179870486.4275234
2021-12-11,180450982.45005217
2021-12-12,178175819.66922092
2021-12-13,175120783.2272306
2021-12-14,176123588.11096406
2021-12-15,173703015.46589622
2021-12-16,167608149.67714044
2021-12-17,168465544.6966373
2021-12-18,165292796.92411825
2021-12-19,166839195.23214015
2021-12-20,167354661.33481413
2021-12-21,169588347.77973467
2021-12-22,170791102.0193073
2021-12-23,177148517.28561953
2021-12-24,177492161.35406885
2021-12-25,180806021.9426724
2021-12-26,178302007.20415702
2021-12-27,179070270.97298446
2021-12-28,174504391.82377318
2021-12-29,174068259.95508352
2021-12-30,168463241.61080185
2021-12-31,168201120.3069295
2022-01-01,172541536.0396956
2022-01-02,176678396.04464337
2022-01-03,175299442.70966077
2022-01-04,177540241.8790075
2022-01-05,178402087.71337157
2022-01-06,183056055.2189378
2022-01-07,181504732.7170824
2022-01-08,176749085.90677053
2022-01-09,173918482.77553186
2022-01-10,174363600.71349812
2022-01-11,176371351.5312601
