date,headline,source
2021-03-13T11:18:00Z,"Bitcoin hits record high; trades as high as $59,755 on Saturday - Reuters",Reuters
2021-03-03T22:48:00Z,"Bitcoin rises 5% to $50,942.58 - Reuters UK",Reuters
2021-03-01T22:16:00Z,"Bitcoin rises 8% to $48,861.48 - Reuters Africa",Reuters
2021-03-07T13:55:00Z,"Bitcoin rises 4.2% to $50,947.94 - Reuters",Reuters
2021-03-25T21:20:39Z,How Will The $6 Billion Of Bitcoin Options Expiring Tomorrow Affect Price? - Bitcoin Magazine,Bitcoin Magazine
date,headline,source
2021-04-27T01:36:46Z,Tesla sees bitcoin as important financial tool to access cash quickly,TechCrunch
2021-04-20T19:00:00Z,"You Can Now Exchange Crypto on Venmo, If You're Into That Sort of Thing",Lifehacker.com
2021-04-23T17:58:10Z,Crypto market takes a dive with Bitcoin leading the way,TechCrunch
2021-04-13T08:30:21Z,African crypto usage spurs Luno as customers reach 7M,TechCrunch
2021-04-27T04:22:49Z,"Tesla: Bitcoin sales, environmental credits boost profits",BBC News
2021-04-22T20:29:00Z,Jack and Elon Are Promoting Bitcoin on Earth Day for Some Reason (It Makes Them Richer),Gizmodo.com
2021-04-20T11:23:13Z,Venmo now lets users buy and sell Bitcoin and Ethereum,Mashable
2021-04-08T21:36:56Z,Crypto trading on Robinhood spiked to 9.5M customers in first quarter,TechCrunch
2021-04-12T12:38:00Z,MicroStrategy says non-employee directors to get fee in bitcoin - Reuters,Reuters
2021-04-26T15:02:54Z,Crusoe Energy is tackling energy use for cryptocurrencies and data centers and greenhouse gas emissions,TechCrunch
2021-04-22T10:14:40Z,Dogecoin: Everything you need to know about the cryptocurrency,Mashable
2021-04-12T12:20:00Z,MicroStrategy says non-employee directors to get fee in bitcoin - Reuters,Reuters
2021-04-01T13:08:32Z,Funko will combine its collectible figures with NFTs,Engadget
2021-04-24T17:34:00Z,"Elon Musk, Jack Dorsey Argue that Bitcoin Incentivises Renewable Energy",Slashdot.org
2021-04-22T09:32:22Z,Tiger Global backs Indian crypto startup Coinswitch Kuber at over $500M valuation,TechCrunch
2021-04-28T10:27:00Z,Tesla records $27 mln in impairment losses on bitcoin investment - Reuters,Reuters
2021-04-18T04:13:00Z,"Bitcoin falls 7.7% to $55,408 - Reuters",Reuters
2021-04-13T08:23:00Z,"Bitcoin hits record high of $62,575 - Reuters",Reuters
2021-04-13T08:41:00Z,"Bitcoin hits record high of $62,575 - Reuters.com",Reuters
2021-04-24T16:37:00Z,"Bitcoin falls 1.8 percent to $50,270 - Reuters",Reuters
date,headline,source
2021-05-12T22:17:08Z,Tesla 'suspends' Bitcoin car purchases citing environmental impact,Engadget
2021-05-07T18:17:36Z,What Square’s smashing earnings tell us about consumer bitcoin demand,TechCrunch
2021-05-12T22:21:15Z,"Tesla stops taking Bitcoin for vehicle purchases, citing environmental harm",The Verge
2021-05-19T13:47:36Z,Coinbase is down amid massive cryptocurrency plunge,The Verge
2021-05-17T23:27:59Z,Elon Musk Tweets—and Crypto Markets Show Their Growing Pains,Wired
2021-05-11T14:52:02Z,Mark Zuckerberg has a goat named Bitcoin and we're a little worried for it,Mashable
2021-05-12T23:33:07Z,Elon Musk says Bitcoin no longer accepted for Tesla purchases,Mashable
2021-05-17T09:05:30Z,Why Elon Musk has suddenly fallen out with Bitcoin,Mashable
2021-05-19T16:05:22Z,Bitcoin crashes as investors fear crypto bull market could be nearing its end,TechCrunch
2021-05-19T15:06:58Z,Coinbase struggles with outages during cryptocurrency volatility,Engadget
