Date,Open
"Jun 15, 2020","$9,386.04"
"Jun 14, 2020","$9,477.55"
"Jun 13, 2020","$9,480.74"
"Jun 12, 2020","$9,320.69"
"Jun 11, 2020","$9,870.08"
"Jun 10, 2020","$9,794.12"
"Jun 09, 2020","$9,774.36"
"Jun 08, 2020","$9,760.06"
"Jun 07, 2020","$9,653.00"
"Jun 06, 2020","$9,664.90"
"Jun 05, 2020","$9,800.22"
"Jun 04, 2020","$9,655.85"
"Jun 03, 2020","$9,533.76"
"Jun 02, 2020","$10,162.97"
"Jun 01, 2020","$9,463.61"
"May 31, 2020","$9,700.11"
"May 30, 2020","$9,438.91"
"May 29, 2020","$9,528.36"
"May 28, 2020","$9,184.94"
"May 27, 2020","$8,837.38"
"May 26, 2020","$8,909.59"
"May 25, 2020","$8,786.11"
"May 24, 2020","$9,212.28"
"May 23, 2020","$9,185.06"
"May 22, 2020","$9,080.33"
"May 21, 2020","$9,522.74"
"May 20, 2020","$9,725.33"
"May 19, 2020","$9,727.06"
"May 18, 2020","$9,675.69"
"May 17, 2020","$9,374.93"
"May 16, 2020","$9,333.24"
"May 15, 2020","$9,734.29"
"May 14, 2020","$9,271.33"
"May 13, 2020","$8,805.39"
"May 12, 2020","$8,610.39"
"May 11, 2020","$8,755.54"
"May 10, 2020","$9,591.17"
"May 09, 2020","$9,840.91"
"May 08, 2020","$9,936.16"
"May 07, 2020","$9,261.90"
"May 06, 2020","$9,007.44"
"May 05, 2020","$8,912.83"
"May 04, 2020","$8,895.74"
"May 03, 2020","$8,983.61"
"May 02, 2020","$8,869.06"
"May 01, 2020","$8,672.78"
